Név,Dátum,Nyitó ár,Maximum ár,Minimum ár,Utolsó ár
BUX,2015.10.12.,21948.024635,22058.719308,21885.808292,22029.002049
BUX,2015.10.13.,22028.749733,22028.749733,21710.905291,21905.14324
BUX,2015.10.14.,21899.171121,22042.734213,21783.234243,21890.822185
BUX,2015.10.15.,21891.39413,22022.557153,21891.39413,22007.066228
BUX,2015.10.16.,22018.575543,22115.495969,21848.834528,21852.097621
BUX,2015.10.19.,21803.639234,21997.376993,21747.870031,21850.616651
BUX,2015.10.20.,21826.368198,21834.075727,21574.782255,21651.612498
BUX,2015.10.21.,21704.181464,21732.393357,21519.510481,21548.552745
BUX,2015.10.22.,21531.199115,21903.29563,21531.199115,21883.77769
BUX,2015.10.26.,21979.527502,22155.705431,21979.527502,22100.061768
BUX,2015.10.27.,22036.9503,22195.342844,21897.93731,22195.342844
BUX,2015.10.28.,22156.717138,22187.989642,21971.878371,22064.523845
BUX,2015.10.29.,22066.692305,22072.664423,21915.138936,21945.99659
BUX,2015.10.30.,21941.850319,21982.516896,21508.072883,21557.444624
BUX,2015.11.02.,21583.501795,21644.063539,21501.550879,21580.45468
BUX,2015.11.03.,21593.140459,21666.860166,21556.761706,21628.466501
BUX,2015.11.04.,21668.877523,22210.368274,21668.877523,22057.817318
BUX,2015.11.05.,22098.205605,22233.721332,22054.968386,22130.599162
BUX,2015.11.06.,22181.870131,22408.227459,22142.632789,22285.237587
BUX,2015.11.09.,22306.922186,22526.733312,22306.922186,22483.924697
BUX,2015.11.10.,22481.387541,22535.7895,22365.299893,22394.590955
BUX,2015.11.11.,22402.408627,22577.84051,22374.249568,22508.676751
BUX,2015.11.12.,22502.171371,22552.900662,22404.094344,22545.214356
BUX,2015.11.13.,22394.306342,22400.363737,22196.034459,22393.983256
BUX,2015.11.16.,22315.918699,22498.827507,22156.667115,22404.779356
BUX,2015.11.17.,22481.868971,22949.623651,22481.868971,22857.56981
BUX,2015.11.18.,22880.685478,23279.894219,22823.495986,23279.894219
BUX,2015.11.19.,23307.459875,23441.841741,23040.477636,23070.827882
BUX,2015.11.20.,23055.666489,23257.224464,23055.666489,23125.786464
BUX,2015.11.23.,23059.582864,23488.331554,22939.654179,23485.896013
BUX,2015.11.24.,23479.635559,23527.016796,23317.770852,23396.867698
BUX,2015.11.25.,23457.584575,23654.160383,23308.63291,23610.619979
BUX,2015.11.26.,23610.929125,23836.620301,23560.58729,23826.738333
BUX,2015.11.27.,23822.748658,23822.748658,23599.772864,23712.666321
BUX,2015.11.30.,23751.563075,23936.840665,23725.297322,23768.604034
BUX,2015.12.01.,23835.751231,24055.218553,23805.256164,23846.608077
BUX,2015.12.02.,23903.856572,23922.143356,23593.416506,23681.216703
BUX,2015.12.03.,23624.185546,23908.131977,23588.813709,23687.652459
BUX,2015.12.04.,23667.323175,23769.199581,23400.420314,23629.054282
BUX,2015.12.07.,23632.332934,23700.329578,23319.061222,23319.061222
BUX,2015.12.08.,23336.336605,23435.527356,23290.998897,23324.898542
BUX,2015.12.09.,23342.298147,23482.934433,23341.526078,23431.577778
BUX,2015.12.10.,23383.653553,23556.222804,23383.653553,23477.188267
BUX,2015.12.11.,23470.960219,23505.631074,23125.864774,23125.864774
BUX,2015.12.14.,23125.560138,23291.156886,22995.918123,23005.733233
BUX,2015.12.15.,23006.673314,23167.922262,23006.673314,23073.625171
BUX,2015.12.16.,23106.772052,23700.902267,23106.772052,23693.380271
BUX,2015.12.17.,23686.652852,23963.283776,23671.485093,23703.077261
BUX,2015.12.18.,23688.350836,23833.064324,23539.421669,23666.286827
BUX,2015.12.21.,23678.231064,23898.640307,23653.195908,23745.861224
BUX,2015.12.22.,23746.051872,23804.282869,23435.277202,23455.907654
BUX,2015.12.23.,23455.907654,23611.03026,23452.708678,23547.395272
BUX,2015.12.28.,23546.874405,23613.884572,23477.080492,23600.029733
BUX,2015.12.29.,23599.542761,23964.470161,23551.411457,23964.470161
BUX,2015.12.30.,23964.876733,23993.269634,23839.421675,23920.64571
BUX,2016.01.04.,23920.455062,23920.455062,23509.118191,23632.571544
BUX,2016.01.05.,23632.571544,23861.387786,23632.571544,23861.387786
BUX,2016.01.06.,23787.452447,24000.535907,23747.209201,24000.535907
BUX,2016.01.07.,24000.129335,24000.129335,23468.499019,23595.103473
BUX,2016.01.08.,23595.103473,24027.320338,23595.103473,23956.194258
BUX,2016.01.11.,23938.277903,24128.57816,23798.841438,23900.681059
BUX,2016.01.12.,23945.081285,24342.350916,23925.565146,24302.451435
BUX,2016.01.13.,24309.999249,24529.055791,24304.027131,24330.342335
BUX,2016.01.14.,24256.900342,24284.305298,24051.423844,24284.305298
BUX,2016.01.15.,24314.380396,24433.764501,23866.792465,23882.923407
BUX,2016.01.18.,23891.031384,23932.864266,23179.427273,23179.427273
BUX,2016.01.19.,23190.261317,23574.198955,23190.261317,23214.769694
BUX,2016.01.20.,23213.82328,23213.82328,22753.20541,22753.20541
BUX,2016.01.21.,22758.98688,22908.99257,22595.46795,22908.99257
BUX,2016.01.22.,22962.431999,23446.500167,22962.431999,23357.243299
BUX,2016.01.25.,23453.080316,23522.096137,23134.755046,23234.026666
BUX,2016.01.26.,23112.580541,23523.055153,22951.214421,23522.07993
BUX,2016.01.27.,23544.01445,23769.46409,23475.893452,23769.46409
BUX,2016.01.28.,23759.02028,23889.472935,23679.933481,23778.94071
BUX,2016.01.29.,23888.394733,24022.485415,23843.446259,23997.309191
BUX,2016.02.01.,23975.624592,24127.564111,23897.8129,24126.700093
BUX,2016.02.02.,24132.481563,24132.481563,23558.237442,23558.482855
BUX,2016.02.03.,23558.292207,23693.406542,23367.896052,23395.726469
BUX,2016.02.04.,23401.889236,23781.526814,23401.889236,23556.505701
BUX,2016.02.05.,23562.477819,23771.687964,23506.660393,23637.224778
BUX,2016.02.08.,23648.648148,23766.96523,23262.31565,23262.31565
BUX,2016.02.09.,23262.125001,23517.459166,22513.736112,22571.804262
BUX,2016.02.10.,22566.404089,23074.285256,22566.404089,22888.514894
BUX,2016.02.11.,22909.979103,22909.979103,22509.678057,22536.030074
BUX,2016.02.12.,22535.585997,22843.114663,22535.585997,22705.285728
BUX,2016.02.15.,22705.729805,23155.286415,22705.729805,23065.928715
BUX,2016.02.16.,23080.230317,23165.430573,22854.9078,23013.877523
BUX,2016.02.17.,23020.411061,23054.143177,22764.239323,22846.81861
BUX,2016.02.18.,22865.476507,23168.808852,22715.26039,23162.246114
BUX,2016.02.19.,23163.194782,23174.809699,23022.521781,23171.794164
BUX,2016.02.22.,23212.388657,23393.836599,23212.388657,23332.713408
BUX,2016.02.23.,23297.398067,23297.398067,23119.105377,23171.969676
BUX,2016.02.24.,23196.20835,23197.49652,22862.29186,22940.842862
BUX,2016.02.25.,22988.619808,23411.489891,22988.619808,23323.676751
BUX,2016.02.26.,23345.596618,23657.791274,23345.596618,23657.791274
BUX,2016.02.29.,23579.257448,23594.130104,23327.943758,23327.943758
BUX,2016.03.01.,23374.102299,23670.95404,23329.22772,23670.95404
BUX,2016.03.02.,23729.344594,24151.988301,23720.268011,24094.215522
BUX,2016.03.03.,24123.662104,24377.959784,24123.662104,24360.05466
BUX,2016.03.04.,24358.953624,24808.297124,24223.840335,24735.232281
BUX,2016.03.07.,24735.95524,24978.329815,24637.629061,24911.308482
BUX,2016.03.08.,24890.606385,25255.401531,24826.053814,25255.401531
BUX,2016.03.09.,25261.183,25452.168657,25205.037702,25345.768257
BUX,2016.03.10.,25341.064717,25504.3569,25247.152438,25254.65113
BUX,2016.03.11.,25315.422915,25731.267239,25315.422915,25608.694812
BUX,2016.03.16.,25587.11226,25618.53037,25449.013175,25613.81197
BUX,2016.03.17.,25674.933957,26146.671692,25674.933957,25770.704544
BUX,2016.03.18.,25770.704544,26386.874599,25770.704544,25938.6541
BUX,2016.03.21.,25957.625495,26147.686622,25719.828478,25832.370781
BUX,2016.03.22.,25856.521277,25926.831744,25699.318476,25878.609707
BUX,2016.03.23.,25878.752189,25983.188937,25532.111984,25697.584604
BUX,2016.03.24.,25708.902566,25709.352049,25432.741933,25446.07328
BUX,2016.03.29.,25445.332896,25872.840513,25445.332896,25737.404165
BUX,2016.03.30.,25743.063146,26314.566988,25743.063146,26314.302494
BUX,2016.03.31.,26326.950093,26452.406958,26132.525936,26451.019151
BUX,2016.04.01.,26449.689515,26449.689515,26165.472465,26310.880963
BUX,2016.04.04.,26343.07949,26438.66865,26247.767152,26412.095366
BUX,2016.04.05.,26402.771859,26402.771859,26148.960029,26210.413091
BUX,2016.04.06.,26218.210574,26309.78273,26116.774651,26298.109579
BUX,2016.04.07.,26313.100557,26440.057954,26306.400007,26397.456479
BUX,2016.04.08.,26434.438644,26528.750965,26329.99003,26513.450281
BUX,2016.04.11.,26544.324838,26650.443955,26237.064091,26268.416143
BUX,2016.04.12.,26305.617006,26365.088939,25892.422036,26027.139017
BUX,2016.04.13.,26106.969529,26425.897462,26106.969529,26412.02915
BUX,2016.04.14.,26409.75981,26926.609731,26409.617327,26926.609731
BUX,2016.04.15.,26935.828635,27158.484121,26905.479441,27142.260473
BUX,2016.04.18.,27062.332516,27146.093844,26756.58862,27081.719164
BUX,2016.04.19.,27095.022641,27380.847294,27095.022641,27271.781692
BUX,2016.04.20.,27269.453376,27334.946743,27080.24688,27192.031034
BUX,2016.04.21.,27202.889618,27249.27979,26882.883434,27009.945831
BUX,2016.04.22.,26971.310761,27025.143093,26693.906459,26747.08643
BUX,2016.04.25.,26723.63853,26904.605116,26481.054269,26904.605116
BUX,2016.04.26.,26859.615061,26960.405723,26789.708261,26861.115694
BUX,2016.04.27.,26858.146267,27020.544085,26858.146267,26988.762389
BUX,2016.04.28.,26953.302178,27014.825855,26792.545342,26840.750381
BUX,2016.04.29.,26865.344594,27074.994937,26794.999095,26871.594458
BUX,2016.05.02.,26884.307077,27013.401298,26808.139667,26869.013046
BUX,2016.05.03.,26885.632576,26952.696906,26513.957893,26539.157087
BUX,2016.05.04.,26541.45997,26615.392304,26167.815741,26212.154242
BUX,2016.05.05.,26276.202884,26434.435705,26088.851896,26240.142711
BUX,2016.05.06.,26215.412494,26295.460438,26114.726689,26128.844628
BUX,2016.05.09.,26219.853,26639.518092,26219.853,26623.714073
BUX,2016.05.10.,26654.585622,26899.842423,26592.845036,26899.842423
BUX,2016.05.11.,26874.629852,26906.25834,26662.783225,26845.225312
BUX,2016.05.12.,26845.22572,27006.100468,26795.658143,26850.526968
BUX,2016.05.13.,26851.170722,26866.684564,26488.560919,26556.350152
BUX,2016.05.17.,26621.545556,26692.199301,26247.314583,26247.314583
BUX,2016.05.18.,26265.892266,26275.342278,25902.788841,26026.212131
BUX,2016.05.19.,26020.248476,26118.758362,25742.845253,25742.845253
BUX,2016.05.20.,25766.44901,26434.479565,25766.306528,26434.479565
BUX,2016.05.23.,26497.296867,26799.290527,26313.564564,26368.247005
BUX,2016.05.24.,26414.691211,26746.680133,26368.816548,26711.671806
BUX,2016.05.25.,26720.536859,26855.160308,26704.473103,26704.473103
BUX,2016.05.26.,26744.506757,26862.992097,26634.029609,26656.810832
BUX,2016.05.27.,26665.763078,27068.756318,26665.763078,27011.721265
BUX,2016.05.30.,27027.235107,27119.334767,27006.706832,27089.71785
BUX,2016.05.31.,27201.371052,27208.167785,26521.185231,26521.185231
BUX,2016.06.01.,26677.488469,26989.593542,26677.488469,26989.593542
BUX,2016.06.02.,26989.736024,27219.432147,26907.764274,27208.415518
BUX,2016.06.03.,27246.379057,27254.690363,27123.779038,27134.17293
BUX,2016.06.06.,27141.052383,27259.925649,27051.288466,27089.00043
BUX,2016.06.07.,27088.577678,27394.185731,27088.577678,27394.185731
BUX,2016.06.08.,27393.903896,27477.507828,27264.252068,27396.885941
BUX,2016.06.09.,27383.940666,27422.934526,26866.760989,26975.909937
BUX,2016.06.10.,26953.673809,27029.600336,26519.613954,26519.613954
BUX,2016.06.13.,26495.322145,26498.784025,25750.946534,25830.594243
BUX,2016.06.14.,25802.791466,25936.030595,25403.182191,25830.996995
BUX,2016.06.15.,25878.975386,26501.36825,25878.975386,26318.092649
BUX,2016.06.16.,26317.743754,26317.743754,25808.596366,25814.829882
BUX,2016.06.17.,25812.384838,26286.922852,25812.384838,26242.502742
BUX,2016.06.20.,26307.583804,26731.421793,26307.583804,26563.589647
BUX,2016.06.21.,26570.611583,26885.721094,26508.565728,26811.374434
BUX,2016.06.22.,26823.067994,26953.862873,26661.841611,26789.352566
BUX,2016.06.23.,26788.845946,26999.097543,26674.763947,26924.092117
BUX,2016.06.24.,26923.142334,26923.142334,25126.356123,25724.908517
BUX,2016.06.27.,25780.941142,26036.032093,25319.913618,25390.225394
BUX,2016.06.28.,25407.65368,26247.328343,25407.65368,26226.837029
BUX,2016.06.29.,26256.090259,26472.318271,26244.973998,26383.320825
BUX,2016.06.30.,26435.847691,26590.328835,26272.395201,26325.596874
BUX,2016.07.01.,26316.24396,26467.072742,26271.647429,26328.674335
BUX,2016.07.04.,26305.267883,26445.355592,26204.19041,26268.111041
BUX,2016.07.05.,26268.77586,26425.874951,26133.228043,26425.874951
BUX,2016.07.06.,26415.131175,26524.983962,26185.645105,26491.019392
BUX,2016.07.07.,26496.866172,26981.436013,26496.866172,26970.447828
BUX,2016.07.08.,26970.147571,27101.583226,26828.799868,27026.297007
BUX,2016.07.11.,26980.390909,27418.057389,26910.442455,27418.057389
BUX,2016.07.12.,27417.914907,27590.827812,27266.30657,27396.221955
BUX,2016.07.13.,27401.918613,27521.805968,27112.65334,27192.324513
BUX,2016.07.14.,27204.468458,27253.043039,27011.238954,27163.419383
BUX,2016.07.15.,27169.693609,27178.570332,26974.934422,27065.970382
BUX,2016.07.18.,27072.102126,27156.309126,26912.026196,27088.216301
BUX,2016.07.19.,27094.063081,27433.309453,27023.2572,27410.142058
BUX,2016.07.20.,27424.581308,27573.512488,27348.460176,27573.512488
BUX,2016.07.21.,27579.974172,27846.619755,27579.974172,27836.096518
BUX,2016.07.22.,27844.238603,27871.40908,27636.933445,27851.632922
BUX,2016.07.25.,27863.759216,27986.215168,27850.767278,27950.235651
BUX,2016.07.26.,27950.235651,28039.03863,27852.596406,28014.126199
BUX,2016.07.27.,28047.145916,28100.585663,27751.843256,27781.04732
BUX,2016.07.28.,27778.328627,27778.378831,27500.011684,27628.470298
BUX,2016.07.29.,27653.384445,27737.065275,27449.720757,27628.172287
BUX,2016.08.01.,27645.21907,27863.638745,27373.285532,27468.880301
BUX,2016.08.02.,27429.049856,27530.661956,27167.071077,27167.071077
BUX,2016.08.03.,27301.64092,27352.249754,27001.480353,27023.935653
BUX,2016.08.04.,27029.617914,27574.383898,27028.319708,27574.383898
BUX,2016.08.05.,27591.924238,27633.239726,27098.237295,27311.453933
BUX,2016.08.08.,27311.453933,27429.678099,27186.95203,27357.855943
BUX,2016.08.09.,27358.020462,27593.095449,27312.30947,27593.095449
BUX,2016.08.10.,27604.789009,27622.526853,27383.545726,27502.223228
BUX,2016.08.11.,27571.982511,27645.278548,27462.890741,27524.411523
BUX,2016.08.12.,27580.144734,27826.275812,27580.002251,27812.88701
BUX,2016.08.15.,27815.235997,27955.059265,27799.340537,27868.79051
BUX,2016.08.16.,27802.182526,27831.966686,27631.475145,27671.683395
BUX,2016.08.17.,27672.002898,27801.378413,27639.914229,27790.966155
BUX,2016.08.18.,27790.966155,27815.620619,27634.36785,27700.123894
BUX,2016.08.19.,27700.995641,27709.683806,27507.152779,27599.77167
BUX,2016.08.22.,27531.980054,27655.491219,27518.795982,27572.951472
BUX,2016.08.23.,27560.717353,27752.112521,27496.863733,27723.679725
BUX,2016.08.24.,27722.320379,27975.251201,27642.341434,27949.266216
BUX,2016.08.25.,27935.815233,28008.138551,27689.304665,27779.624845
BUX,2016.08.26.,27780.289663,27805.874275,27553.393705,27733.770352
BUX,2016.08.29.,27734.021875,27951.132618,27582.564157,27921.919894
BUX,2016.08.30.,27942.577638,28053.850406,27885.459593,28050.075646
BUX,2016.08.31.,28067.680491,28137.689368,27941.350871,27969.238552
BUX,2016.09.01.,28032.463024,28141.134732,28024.232539,28045.219967
BUX,2016.09.02.,28056.09474,28192.407531,27973.222537,28189.602024
BUX,2016.09.05.,28255.126731,28491.749153,28213.752763,28408.181043
BUX,2016.09.06.,28422.169907,28597.820428,28416.732521,28597.820428
BUX,2016.09.07.,28609.513988,28695.870708,28526.020411,28642.835795
BUX,2016.09.08.,28654.31232,28709.801071,28427.83366,28505.531531
BUX,2016.09.09.,28513.45658,28612.265764,28389.675818,28445.827446
BUX,2016.09.12.,28395.113704,28395.113704,27982.377951,28167.57066
BUX,2016.09.13.,28188.228405,28244.377884,27809.644151,27828.007171
BUX,2016.09.14.,27827.342353,28111.569183,27774.978218,28095.345508
BUX,2016.09.15.,28095.345508,28156.132318,27962.751106,28139.11374
BUX,2016.09.16.,28160.174713,28209.442327,28062.946088,28097.664306
BUX,2016.09.19.,28142.121453,28838.82453,28142.121453,28564.535614
BUX,2016.09.20.,28574.682561,28613.324028,28208.662085,28208.662085
BUX,2016.09.21.,28214.67805,28440.014399,28214.501128,28254.339278
BUX,2016.09.22.,28272.387172,28577.441729,28272.210249,28300.832405
BUX,2016.09.23.,28311.309245,28390.063659,28057.798906,28120.094249
BUX,2016.09.26.,28119.917327,28182.089569,27684.5874,27685.295088
BUX,2016.09.27.,27706.080867,27927.885975,27480.167667,27481.035199
BUX,2016.09.28.,27508.543785,27701.807201,27468.934955,27476.398408
BUX,2016.09.29.,27595.834385,28007.486589,27595.536153,27988.684766
BUX,2016.09.30.,27981.949982,27993.981912,27622.184936,27664.251217
BUX,2016.10.03.,27762.535404,28045.667967,27762.535404,28012.373856
BUX,2016.10.04.,28052.916083,28614.009601,28052.916083,28570.994346
BUX,2016.10.05.,28565.276614,28647.904788,28394.02388,28487.048986
BUX,2016.10.06.,28484.465085,28502.776162,28259.343898,28399.587525
BUX,2016.10.07.,28405.730286,28507.291624,28322.125766,28438.951102
BUX,2016.10.10.,28439.077899,28641.679276,28397.470576,28570.022918
BUX,2016.10.11.,28554.178535,28607.038857,28423.479144,28479.244469
BUX,2016.10.12.,28450.179456,28475.970547,28345.901463,28396.870971
BUX,2016.10.13.,28357.329118,28358.303423,28094.804299,28123.212839
BUX,2016.10.14.,28148.357255,28449.959273,28147.911532,28392.008401
BUX,2016.10.17.,28386.141552,28676.618524,28302.474452,28612.946278
BUX,2016.10.18.,28637.110655,29012.907347,28628.939123,29012.677144
BUX,2016.10.19.,29012.804228,29167.997405,29012.804228,29167.997405
BUX,2016.10.20.,29173.088536,29341.109064,29040.51677,29340.878861
BUX,2016.10.21.,29305.250843,29572.360793,29270.999682,29572.360793
BUX,2016.10.24.,29571.655289,29813.994179,29567.077996,29813.855987
BUX,2016.10.25.,29790.513493,29874.136963,29640.452572,29719.362856
BUX,2016.10.26.,29724.053634,29859.355563,29527.805372,29854.684578
BUX,2016.10.27.,29834.974201,29889.9181,29634.381438,29689.686034
BUX,2016.10.28.,29609.221598,29804.043915,29481.99098,29802.794283
BUX,2016.11.02.,29799.758284,30050.046121,29477.303617,29498.95428
BUX,2016.11.03.,29481.20277,29923.040203,29481.20277,29871.995834
BUX,2016.11.04.,29871.76563,30083.457996,29781.270549,30017.22695
BUX,2016.11.07.,30017.687356,30417.018545,30017.687356,30353.452353
BUX,2016.11.08.,30368.05029,30492.840245,30288.635002,30348.45273
BUX,2016.11.09.,30341.44284,30366.986868,29711.499481,30365.207904
BUX,2016.11.10.,30365.207904,30908.376836,30365.207904,30540.31511
BUX,2016.11.11.,30543.256964,30816.896988,30450.162617,30502.149642
BUX,2016.11.14.,30502.596991,30649.988145,30121.013552,30122.884966
BUX,2016.11.15.,30122.139385,30281.82224,30039.622446,30133.012232
BUX,2016.11.16.,30133.012232,30229.334756,29849.127525,29972.82641
BUX,2016.11.17.,29977.017146,30325.951931,29750.831232,29941.071764
BUX,2016.11.18.,29956.563772,30109.015537,29819.592789,30109.015537
BUX,2016.11.21.,30111.746373,30190.21381,30045.696364,30103.565859
BUX,2016.11.22.,30151.664842,30275.414487,30089.531357,30240.375568
BUX,2016.11.23.,30228.621368,30301.790521,30028.343042,30156.289303
BUX,2016.11.24.,30191.790174,30227.351071,30070.424412,30158.580426
BUX,2016.11.25.,30230.79847,30241.171819,29973.91781,29979.962087
BUX,2016.11.28.,29944.461216,30062.610604,29850.383647,30002.504204
BUX,2016.11.29.,29921.944535,30100.40908,29816.275608,29816.303414
BUX,2016.11.30.,29841.92032,30126.895187,29831.44348,30014.041814
BUX,2016.12.01.,30043.527071,30198.975153,29971.559012,29998.191838
BUX,2016.12.02.,29993.277629,29996.712017,29782.018953,29808.485503
BUX,2016.12.05.,29794.788972,30124.490604,29747.365374,30100.000012
BUX,2016.12.06.,30058.500074,30169.96643,30054.274114,30075.711263
BUX,2016.12.07.,30149.627738,30317.835371,30069.471861,30152.005881
BUX,2016.12.08.,30208.012101,30629.479359,30198.529522,30629.479359
BUX,2016.12.09.,30633.165016,30659.230974,30399.758042,30588.383443
BUX,2016.12.12.,30542.927007,30616.193915,30435.344323,30613.15286
BUX,2016.12.13.,30611.741852,30938.128228,30566.784722,30938.128228
BUX,2016.12.14.,30914.785733,31425.77738,30888.927516,31374.279739
BUX,2016.12.15.,31312.146618,31641.238066,31154.388358,31636.19023
BUX,2016.12.16.,31595.648003,31969.546859,31549.994716,31876.257166
BUX,2016.12.19.,31797.106768,31853.121071,31646.099412,31646.3832
BUX,2016.12.20.,31646.3832,31823.972187,31573.1298,31713.501097
BUX,2016.12.21.,31713.551931,31828.782534,31696.139844,31765.300615
BUX,2016.12.22.,31738.865659,31786.857601,31643.040114,31700.8508
BUX,2016.12.23.,31699.758673,31747.817108,31545.386618,31638.812582
BUX,2016.12.27.,31638.831502,31963.776589,31611.091288,31868.507681
BUX,2016.12.28.,31868.752778,32040.669029,31838.205786,32025.601823
BUX,2016.12.29.,32025.333022,32025.333022,31833.129524,31847.868232
BUX,2016.12.30.,31871.210727,32005.754485,31843.390552,32003.047311
BUX,2017.01.02.,32002.749078,32117.371393,31816.546308,32099.053584
BUX,2017.01.03.,32111.085513,32236.095117,32040.2474,32169.130248
BUX,2017.01.04.,32182.122419,32649.042273,32181.676696,32649.042273
BUX,2017.01.05.,32649.191389,32844.275767,32570.4827,32749.996822
BUX,2017.01.06.,32762.4761,32874.58509,32671.118141,32855.865533
BUX,2017.01.09.,32856.611114,32887.522067,32694.309049,32854.25949
BUX,2017.01.10.,32843.075722,33063.72303,32809.413931,33031.534712
BUX,2017.01.11.,33043.566642,33134.320306,32942.811583,32972.200465
BUX,2017.01.12.,32972.218421,33043.077002,32936.978063,32966.422232
BUX,2017.01.13.,32966.253469,33069.549121,32853.266217,32949.771999
BUX,2017.01.16.,32926.695107,33093.952737,32908.889716,32996.943142
BUX,2017.01.17.,32996.993976,33085.319149,32779.484036,32782.255919
BUX,2017.01.18.,32782.179949,32887.948023,32722.435163,32841.253496
BUX,2017.01.19.,32896.733952,32896.733952,32647.434781,32709.083509
BUX,2017.01.20.,32710.448927,32940.834961,32705.874203,32881.920343
BUX,2017.01.23.,32881.962739,33127.952103,32765.860504,32906.47716
BUX,2017.01.24.,32906.47716,32992.492794,32641.456628,32690.234953
BUX,2017.01.25.,32721.076134,32955.341649,32678.539707,32807.714317
BUX,2017.01.26.,32813.214587,32941.880459,32788.946269,32918.465067
BUX,2017.01.27.,32924.481031,32952.273339,32691.652065,32714.578766
BUX,2017.01.30.,32694.32358,32782.298121,32476.712688,32476.712688
BUX,2017.01.31.,32479.577151,32658.008052,32423.805395,32481.293983
BUX,2017.02.01.,32486.628855,32664.758445,32486.628855,32584.177108
BUX,2017.02.02.,32583.634794,32676.802804,32526.127041,32575.161192
BUX,2017.02.03.,32591.587325,32905.890418,32567.581439,32905.890418
BUX,2017.02.06.,32936.208629,32964.87167,32388.911331,32388.911331
BUX,2017.02.07.,32424.270548,32623.672958,32372.66224,32539.533828
BUX,2017.02.08.,32539.789448,32659.145636,32456.139428,32595.916129
BUX,2017.02.09.,32598.280298,32954.066285,32598.280298,32949.082691
BUX,2017.02.10.,32954.346672,33207.121616,32954.346672,33156.086848
BUX,2017.02.13.,33193.631133,33356.193864,33163.549896,33356.193864
BUX,2017.02.14.,33369.867828,33724.518066,33254.06868,33724.518066
BUX,2017.02.15.,33696.747786,34022.135696,33694.133596,33981.500428
BUX,2017.02.16.,33929.90123,33989.084453,33594.19126,33745.023495
BUX,2017.02.17.,33685.916401,33925.474373,33610.486009,33828.856727
BUX,2017.02.20.,33860.050199,33989.918274,33820.596574,33973.591956
BUX,2017.02.21.,33982.537013,34324.987186,33919.1754,34324.987186
BUX,2017.02.22.,34311.581253,34326.036944,34110.514893,34112.890141
BUX,2017.02.23.,34112.890141,34112.890141,33449.768151,33548.541005
BUX,2017.02.24.,33523.432502,33550.740864,32749.653177,32886.032767
BUX,2017.02.27.,32934.352979,33102.845222,32871.074043,32872.112839
BUX,2017.02.28.,32802.965694,32833.340078,32061.327192,32061.327192
BUX,2017.03.01.,32060.722987,33343.051688,32060.19222,33343.051688
BUX,2017.03.02.,33396.072791,33544.155205,33020.282074,33155.186638
BUX,2017.03.03.,33017.954217,33232.271565,32838.650975,33193.806079
BUX,2017.03.06.,33192.994953,33233.105178,32972.185283,33181.490056
BUX,2017.03.07.,33209.06722,33272.541697,32439.38822,32442.199093
BUX,2017.03.08.,32431.268919,32699.076452,32318.114698,32547.368736
BUX,2017.03.09.,32598.507991,32986.857421,32427.450482,32986.857421
BUX,2017.03.10.,32954.73629,33057.101348,32696.042688,32727.243005
BUX,2017.03.13.,32686.970606,32791.989813,32512.936535,32686.299158
BUX,2017.03.14.,32763.977879,32890.130602,32618.106964,32636.1765
BUX,2017.03.16.,32849.074008,33227.323643,32848.707108,33049.440984
BUX,2017.03.17.,33049.210781,33072.69169,32706.820532,32778.000869
BUX,2017.03.20.,32728.773177,32835.085365,32204.329233,32357.877691
BUX,2017.03.21.,32326.535176,32525.147723,31932.154171,32044.127615
